marker_kind,suggested_hammer_use,tile_id,grid_x,grid_y,hammer_x,hammer_y,hammer_z_hint,source_world_x,source_world_y,zone,terrain,elevation_level,walkable,buildable,primary_entity_type,primary_entity_id,spawn_group,boss_arena,point_of_interest,road,hazard,suggested_action
reference,editor reference marker,DI69,112,68,6208,-576,128,12416,-1152,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DL69,115,68,6592,-576,128,13184,-1152,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DP69,119,68,7104,-576,128,14208,-1152,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AI70,34,69,-3776,-704,128,-7552,-1408,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AR70,43,69,-2624,-704,128,-5248,-1408,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,BJ70,61,69,-320,-704,-128,-640,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,BK70,62,69,-192,-704,-128,-384,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,BL70,63,69,-64,-704,-128,-128,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,BM70,64,69,64,-704,-128,128,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,BN70,65,69,192,-704,-128,384,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,BO70,66,69,320,-704,-128,640,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,BP70,67,69,448,-704,-128,896,-1408,grimroot_marsh,deep_water,-2,0,0,,,,great_wyrm,,,,Reference only.
reference,editor reference marker,CM70,90,69,3392,-704,128,6784,-1408,heartland,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CN70,91,69,3520,-704,128,7040,-1408,heartland,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DA70,104,69,5184,-704,128,10368,-1408,eastern_highlands,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DD70,107,69,5568,-704,128,11136,-1408,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DE70,108,69,5696,-704,128,11392,-1408,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DK70,114,69,6464,-704,128,12928,-1408,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DN70,117,69,6848,-704,128,13696,-1408,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DP70,119,69,7104,-704,128,14208,-1408,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DS70,122,69,7488,-704,256,14976,-1408,eastern_highlands,grass,1,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,K71,10,70,-6848,-832,128,-13696,-1664,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,O71,14,70,-6336,-832,128,-12672,-1664,western_highlands,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,AE71,30,70,-4288,-832,256,-8576,-1664,western_highlands,forest,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AG71,32,70,-4032,-832,128,-8064,-1664,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AI71,34,70,-3776,-832,128,-7552,-1664,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AR71,43,70,-2624,-832,128,-5248,-1664,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,CJ71,87,70,3008,-832,128,6016,-1664,central_basin,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CK71,88,70,3136,-832,128,6272,-1664,central_basin,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CL71,89,70,3264,-832,128,6528,-1664,heartland,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CM71,90,70,3392,-832,128,6784,-1664,heartland,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DC71,106,70,5440,-832,128,10880,-1664,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DI71,112,70,6208,-832,128,12416,-1664,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DM71,116,70,6720,-832,128,13440,-1664,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,K72,10,71,-6848,-960,128,-13696,-1920,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
hazard,trigger volume,AB72,27,71,-4672,-960,256,-9344,-1920,western_highlands,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,AI72,34,71,-3776,-960,128,-7552,-1920,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AK72,36,71,-3520,-960,128,-7040,-1920,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AO72,40,71,-3008,-960,128,-6016,-1920,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,AP72,41,71,-2880,-960,128,-5760,-1920,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,BE72,56,71,-960,-960,0,-1920,-1920,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CZ72,103,71,5056,-960,128,10112,-1920,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DC72,106,71,5440,-960,128,10880,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DE72,108,71,5696,-960,128,11392,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DG72,110,71,5952,-960,128,11904,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DI72,112,71,6208,-960,128,12416,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DM72,116,71,6720,-960,128,13440,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO72,118,71,6976,-960,128,13952,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DP72,119,71,7104,-960,128,14208,-1920,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,J73,9,72,-6976,-1088,128,-13952,-2176,western_highlands,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,K73,10,72,-6848,-1088,128,-13696,-2176,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AC73,28,72,-4544,-1088,256,-9088,-2176,western_highlands,grass,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AD73,29,72,-4416,-1088,256,-8832,-2176,western_highlands,grass,1,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AF73,31,72,-4160,-1088,128,-8320,-2176,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AH73,33,72,-3904,-1088,128,-7808,-2176,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AI73,34,72,-3776,-1088,128,-7552,-2176,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AR73,43,72,-2624,-1088,128,-5248,-2176,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,BE73,56,72,-960,-1088,0,-1920,-2176,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,BU73,72,72,1088,-1088,0,2176,-2176,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CM73,90,72,3392,-1088,128,6784,-2176,heartland,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CY73,102,72,4928,-1088,128,9856,-2176,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DC73,106,72,5440,-1088,128,10880,-2176,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DE73,108,72,5696,-1088,128,11392,-2176,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DF73,109,72,5824,-1088,128,11648,-2176,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ73,113,72,6336,-1088,128,12672,-2176,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DK73,114,72,6464,-1088,128,12928,-2176,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DL73,115,72,6592,-1088,128,13184,-2176,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ73,120,72,7232,-1088,128,14464,-2176,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,K74,10,73,-6848,-1216,128,-13696,-2432,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AE74,30,73,-4288,-1216,128,-8576,-2432,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AH74,33,73,-3904,-1216,128,-7808,-2432,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AI74,34,73,-3776,-1216,128,-7552,-2432,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AK74,36,73,-3520,-1216,128,-7040,-2432,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,AO74,40,73,-3008,-1216,128,-6016,-2432,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,AU74,46,73,-2240,-1216,128,-4480,-2432,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,BC74,54,73,-1216,-1216,0,-2432,-2432,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
wildlife_spawner,spawn controller marker,BF74,57,73,-832,-1216,0,-1664,-2432,grimroot_marsh,shallow_water,-1,1,0,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
road_guide,trail guide point,BV74,73,73,1216,-1216,0,2432,-2432,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CE74,82,73,2368,-1216,128,4736,-2432,central_basin,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CZ74,103,73,5056,-1216,128,10112,-2432,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DA74,104,73,5184,-1216,128,10368,-2432,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DC74,106,73,5440,-1216,128,10880,-2432,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DD74,107,73,5568,-1216,128,11136,-2432,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DF74,109,73,5824,-1216,128,11648,-2432,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DH74,111,73,6080,-1216,128,12160,-2432,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ74,113,73,6336,-1216,128,12672,-2432,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DM74,116,73,6720,-1216,128,13440,-2432,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DR74,121,73,7360,-1216,128,14720,-2432,eastern_highlands,grass,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,G75,6,74,-7360,-1344,128,-14720,-2688,western_highlands,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
wildlife_spawner,spawn controller marker,H75,7,74,-7232,-1344,128,-14464,-2688,western_highlands,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,O75,14,74,-6336,-1344,128,-12672,-2688,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
hazard,trigger volume,AA75,26,74,-4800,-1344,256,-9600,-2688,western_highlands,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,AE75,30,74,-4288,-1344,128,-8576,-2688,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AG75,32,74,-4032,-1344,128,-8064,-2688,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AR75,43,74,-2624,-1344,128,-5248,-2688,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,AS75,44,74,-2496,-1344,128,-4992,-2688,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,AU75,46,74,-2240,-1344,128,-4480,-2688,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,BB75,53,74,-1344,-1344,0,-2688,-2688,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,BC75,54,74,-1216,-1344,0,-2432,-2688,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
wildlife_spawner,spawn controller marker,BP75,67,74,448,-1344,0,896,-2688,grimroot_marsh,shallow_water,-1,1,0,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
road_guide,trail guide point,BW75,74,74,1344,-1344,0,2688,-2688,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
wildlife_spawner,spawn controller marker,CK75,88,74,3136,-1344,128,6272,-2688,heartland,grass,0,1,1,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
wildlife_spawner,spawn controller marker,CL75,89,74,3264,-1344,128,6528,-2688,heartland,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DC75,106,74,5440,-1344,128,10880,-2688,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DD75,107,74,5568,-1344,128,11136,-2688,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DE75,108,74,5696,-1344,128,11392,-2688,eastern_highlands,forest,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DF75,109,74,5824,-1344,128,11648,-2688,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,F76,5,75,-7488,-1472,128,-14976,-2944,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AF76,31,75,-4160,-1472,128,-8320,-2944,western_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AH76,33,75,-3904,-1472,128,-7808,-2944,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AI76,34,75,-3776,-1472,128,-7552,-2944,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AR76,43,75,-2624,-1472,128,-5248,-2944,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,BA76,52,75,-1472,-1472,128,-2944,-2944,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,BB76,53,75,-1344,-1472,0,-2688,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,BK76,62,75,-192,-1472,0,-384,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BL76,63,75,-64,-1472,0,-128,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BM76,64,75,64,-1472,0,128,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BN76,65,75,192,-1472,0,384,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BO76,66,75,320,-1472,0,640,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
road_guide,trail guide point,BX76,75,75,1472,-1472,0,2944,-2944,grimroot_marsh,shallow_water,-1,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CF76,83,75,2496,-1472,128,4992,-2944,central_basin,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CG76,84,75,2624,-1472,128,5248,-2944,central_basin,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CH76,85,75,2752,-1472,128,5504,-2944,central_basin,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CI76,86,75,2880,-1472,128,5760,-2944,central_basin,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CY76,102,75,4928,-1472,128,9856,-2944,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,CZ76,103,75,5056,-1472,128,10112,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DF76,109,75,5824,-1472,128,11648,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DG76,110,75,5952,-1472,128,11904,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ76,113,75,6336,-1472,128,12672,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DK76,114,75,6464,-1472,128,12928,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DL76,115,75,6592,-1472,128,13184,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ76,120,75,7232,-1472,128,14464,-2944,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DR76,121,75,7360,-1472,128,14720,-2944,eastern_highlands,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DS76,122,75,7488,-1472,128,14976,-2944,eastern_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DU76,124,75,7744,-1472,0,15488,-2944,eastern_highlands,shallow_water,-1,1,0,animal_spawner,deer_herd,passive_large,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,N77,13,76,-6464,-1600,128,-12928,-3200,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,R77,17,76,-5952,-1600,128,-11904,-3200,western_highlands,grass,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AG77,32,76,-4032,-1600,128,-8064,-3200,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AH77,33,76,-3904,-1600,128,-7808,-3200,grimroot_marsh,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AW77,48,76,-1984,-1600,128,-3968,-3200,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,AZ77,51,76,-1600,-1600,128,-3200,-3200,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,BA77,52,76,-1472,-1600,128,-2944,-3200,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,BJ77,61,76,-320,-1600,0,-640,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BK77,62,76,-192,-1600,0,-384,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BL77,63,76,-64,-1600,0,-128,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BM77,64,76,64,-1600,0,128,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BN77,65,76,192,-1600,0,384,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BO77,66,76,320,-1600,0,640,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BP77,67,76,448,-1600,0,896,-3200,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
road_guide,trail guide point,BY77,76,76,1600,-1600,128,3200,-3200,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CC77,80,76,2112,-1600,128,4224,-3200,central_basin,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CD77,81,76,2240,-1600,128,4480,-3200,central_basin,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CE77,82,76,2368,-1600,128,4736,-3200,central_basin,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CG77,84,76,2624,-1600,128,5248,-3200,central_basin,grass,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,CJ77,87,76,3008,-1600,128,6016,-3200,heartland,grass,0,1,1,animal_spawner,rabbit_warren,passive_small,,,,,"Use as a spawn-zone source, not a thinker per marker."
hazard,trigger volume,CO77,92,76,3648,-1600,256,7296,-3200,heartland,cliff,1,0,0,,,,,,,rockfall_trigger,Author as a gameplay trigger or scripted hazard zone.
reference,editor reference marker,DH77,111,76,6080,-1600,128,12160,-3200,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DL77,115,76,6592,-1600,128,13184,-3200,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ77,120,76,7232,-1600,128,14464,-3200,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AI78,34,77,-3776,-1728,128,-7552,-3456,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,AS78,44,77,-2496,-1728,128,-4992,-3456,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
reference,editor reference marker,AT78,45,77,-2368,-1728,128,-4736,-3456,grimroot_marsh,swamp,0,1,0,forage_node,,,,,,,Reference only.
road_guide,trail guide point,AY78,50,77,-1728,-1728,128,-3456,-3456,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,AZ78,51,77,-1600,-1728,128,-3200,-3456,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,BJ78,61,77,-320,-1728,0,-640,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BK78,62,77,-192,-1728,0,-384,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BL78,63,77,-64,-1728,0,-128,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BM78,64,77,64,-1728,0,128,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BN78,65,77,192,-1728,0,384,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BO78,66,77,320,-1728,0,640,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
reference,editor reference marker,BP78,67,77,448,-1728,0,896,-3456,grimroot_marsh,shallow_water,-1,1,0,,,,,sunken_ruins,,,Reference only.
road_guide,trail guide point,BZ78,77,77,1728,-1728,128,3456,-3456,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
reference,editor reference marker,CE78,82,77,2368,-1728,128,4736,-3456,central_basin,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,CF78,83,77,2496,-1728,128,4992,-3456,central_basin,forest,0,1,1,forage_node,,,,,,,Reference only.
wildlife_spawner,spawn controller marker,DA78,104,77,5184,-1728,128,10368,-3456,eastern_highlands,forest,0,1,1,animal_spawner,wolf_pack,hostile_pack,,,,,"Use as a spawn-zone source, not a thinker per marker."
reference,editor reference marker,DG78,110,77,5952,-1728,128,11904,-3456,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DI78,112,77,6208,-1728,128,12416,-3456,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DJ78,113,77,6336,-1728,128,12672,-3456,eastern_highlands,forest,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,DM78,116,77,6720,-1728,128,13440,-3456,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DN78,117,77,6848,-1728,128,13696,-3456,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DO78,118,77,6976,-1728,128,13952,-3456,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,DQ78,120,77,7232,-1728,128,14464,-3456,eastern_highlands,forest,0,1,1,tree,,,,,,,Reference only.
reference,editor reference marker,F79,5,78,-7488,-1856,128,-14976,-3712,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,N79,13,78,-6464,-1856,128,-12928,-3712,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,S79,18,78,-5824,-1856,128,-11648,-3712,western_highlands,grass,0,1,1,forage_node,,,,,,,Reference only.
reference,editor reference marker,AF79,31,78,-4160,-1856,128,-8320,-3712,grimroot_marsh,forest,0,1,1,tree,,,,,,,Reference only.
road_guide,trail guide point,AX79,49,78,-1856,-1856,128,-3712,-3712,grimroot_marsh,swamp,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
road_guide,trail guide point,AY79,50,78,-1728,-1856,128,-3456,-3712,grimroot_marsh,shore,0,1,0,,,,,,tribal_trail,,"Use as a path spline guide, not as literal tile geometry."
